"id";"parent";"level";"type";"name";"part";"v_total";"v_eu";"v_nation";"v_proc_eu";"v_proc_nation"
"6-9-3";"6-9";"d";"Podzadanie 6.9.3";"Nadzór i kontrola nad zagospodarowaniem przestrzennym, ochroną środowiska i gospodarką złożem";"";6597;0;6597;0.0;100.0
"6-9-3-1";"6-9-3";"e";"Dysponent";"Wyższy Urząd Górniczy";"60";6597;0;6597;0.0;100.0
"6-9-4";"6-9";"d";"Podzadanie 6.9.4";"Nadzór i kontrola nad projektowaniem, budową, utrzymaniem i rozbiórką obiektów budowlanych zakładów górniczych";"";2004;0;2004;0.0;100.0
"6-9-4-1";"6-9-4";"e";"Dysponent";"Ministerstwo Środowiska";"41";0;0;0;0;0
"6-9-4-2";"6-9-4";"e";"Dysponent";"Wyższy Urząd Górniczy";"60";2004;0;2004;0.0;100.0
"6-10";"6";"c";"Zadanie 6.10";"Statystyka publiczna";"";727180;30906;696274;4.25;95.75
"6-10-1";"6-10";"d";"Podzadanie 6.10.1";"Organizowanie i prowadzenie badań statystycznych";"";311194;30580;280614;9.83;90.17
"6-10-1-1";"6-10-1";"e";"Dysponent";"Ministerstwo Finansów";"19";294;0;294;0.0;100.0
"6-10-1-2";"6-10-1";"e";"Dysponent";"Ministerstwo Sportu i Turystyki";"40";1834;0;1834;0.0;100.0
"6-10-1-3";"6-10-1";"e";"Dysponent";"Główny Urząd Statystyczny";"58";309066;30580;278486;9.89;90.11
"6-10-2";"6-10";"d";"Podzadanie 6.10.2";"Badania i analizy statystyczne";"";2966;0;2966;0.0;100.0
"6-10-2-1";"6-10-2";"e";"Dysponent";"Główny Urząd Statystyczny";"58";2966;0;2966;0.0;100.0
"6-10-3";"6-10";"d";"Podzadanie 6.10.3";"Przeprowadzanie spisów powszechnych";"";317600;0;317600;0.0;100.0
"6-10-3-1";"6-10-3";"e";"Dysponent";"Główny Urząd Statystyczny";"58";317600;0;317600;0.0;100.0
"6-10-4";"6-10";"d";"Podzadanie 6.10.4";"Udostępnianie i upowszechnianie wyników informacji statystycznych oraz innych opracowań";"";53259;0;53259;0.0;100.0
"6-10-4-1";"6-10-4";"e";"Dysponent";"Ministerstwo Finansów";"19";128;0;128;0.0;100.0
"6-10-4-2";"6-10-4";"e";"Dysponent";"Główny Urząd Statystyczny";"58";53131;0;53131;0.0;100.0
"6-10-5";"6-10";"d";"Podzadanie 6.10.5";"Prowadzenie krajowych rejestrów urzędowych";"";42161;326;41835;0.77;99.23
"6-10-5-1";"6-10-5";"e";"Dysponent";"Główny Urząd Statystyczny";"58";42106;326;41780;0.77;99.23
"6-10-5-2";"6-10-5";"e";"Dysponent";"Wojewodowie";"85";55;0;55;0.0;100.0
"6-11";"6";"c";"Zadanie 6.11";"Nadzór nad bezpieczeństwem jądrowym i ochroną radiologiczną";"";95716;0;95716;0.0;100.0
"6-11-1";"6-11";"d";"Podzadanie 6.11.1";"Nadzór nad spełnieniem warunków bezpieczeństwa jądrowego i ochrony radiologicznej w działalnościach związanych z pokojowym wykorzystaniem energii atomowej";"";11602;0;11602;0.0;100.0
"6-11-1-1";"6-11-1";"e";"Dysponent";"Państwowa Agencja Atomistyki";"68";11602;0;11602;0.0;100.0
"6-11-2";"6-11";"d";"Podzadanie 6.11.2";"Ocena sytuacji radiacyjnej kraju";"";1857;0;1857;0.0;100.0
"6-11-2-1";"6-11-2";"e";"Dysponent";"Państwowa Agencja Atomistyki";"68";1857;0;1857;0.0;100.0
"6-11-3";"6-11";"d";"Podzadanie 6.11.3";"Wypełnianie zobowiązań międzynarodowych Polski";"";82257;0;82257;0.0;100.0
"6-11-3-1";"6-11-3";"e";"Dysponent";"Państwowa Agencja Atomistyki";"68";82257;0;82257;0.0;100.0
"6-12";"6";"c";"Zadanie 6.12";"Ochrona konkurencji i konsumentów";"";150652;0;150652;0.0;100.0
"6-12-1";"6-12";"d";"Podzadanie 6.12.1";"Ochrona konkurencji";"";16127;0;16127;0.0;100.0
"6-12-1-1";"6-12-1";"e";"Dysponent";"Urząd Ochrony Konkurencji i Konsumentów";"53";7100;0;7100;0.0;100.0
"6-12-1-2";"6-12-1";"e";"Dysponent";"Urząd Komunikacji Elektronicznej";"76";8127;0;8127;0.0;100.0
"6-12-1-3";"6-12-1";"e";"Dysponent";"Wojewodowie";"85";900;0;900;0.0;100.0
"6-12-2";"6-12";"d";"Podzadanie 6.12.2";"Ochrona konsumentów i nadzór rynku";"";85392;0;85392;0.0;100.0
"6-12-2-1";"6-12-2";"e";"Dysponent";"Urząd Ochrony Konkurencji i Konsumentów";"53";21470;0;21470;0.0;100.0
"6-12-2-2";"6-12-2";"e";"Dysponent";"Wojewodowie";"85";63922;0;63922;0.0;100.0
"6-12-3";"6-12";"d";"Podzadanie 6.12.3";"Pomoc publiczna";"";2460;0;2460;0.0;100.0
"6-12-3-1";"6-12-3";"e";"Dysponent";"Urząd Ochrony Konkurencji i Konsumentów";"53";2460;0;2460;0.0;100.0
"6-12-4";"6-12";"d";"Podzadanie 6.12.4";"Realizacja zadań w zakresie jakości handlowej artykułów rolno-spożywczych";"";43749;0;43749;0.0;100.0
"6-12-4-1";"6-12-4";"e";"Dysponent";"Ministerstwo Rolnictwa i Rozwoju Wsi";"35";17160;0;17160;0.0;100.0
"6-12-4-2";"6-12-4";"e";"Dysponent";"Wojewodowie";"85";26589;0;26589;0.0;100.0
"6-12-5";"6-12";"d";"Podzadanie 6.12.5";"System oceny zgodności";"";2924;0;2924;0.0;100.0
"6-12-5-1";"6-12-5";"e";"Dysponent";"Urząd Komunikacji Elektronicznej";"76";2924;0;2924;0.0;100.0
"6-13";"6";"c";"Zadanie 6.13";"Informatyzacja działalności i budowa społeczeństwa informacyjnego";"";23192;13867;9325;59.79;40.21
"6-13-1";"6-13";"d";"Podzadanie 6.13.1";"Utrzymanie systemów informatycznych";"";8274;589;7685;7.12;92.88
"6-13-1-1";"6-13-1";"e";"Dysponent";"Ministerstwo Sportu i Turystyki";"40";1315;0;1315;0.0;100.0
"6-13-1-2";"6-13-1";"e";"Dysponent";"Urząd Komunikacji Elektronicznej";"76";6959;589;6370;8.46;91.54
"6-13-2";"6-13";"d";"Podzadanie 6.13.2";"Budowa i wdrożenie rozwiązań informatycznych";"";14918;13278;1640;89.01;10.99
"6-13-2-1";"6-13-2";"e";"Dysponent";"Ministerstwo Sportu i Turystyki";"40";359;0;359;0.0;100.0
"6-13-2-2";"6-13-2";"e";"Dysponent";"Urząd Komunikacji Elektronicznej";"76";14559;13278;1281;91.2;8.8
"7";"";"b";"FUNKCJA 7";"GOSPODARKA PRZESTRZENNA, BUDOWNICTWO I MIESZKALNICTWO";"";1716568;63034;1653534;3.67;96.33
"7-1";"7";"c";"Zadanie 7.1";"Wspieranie budownictwa";"";652780;0;652780;0.0;100.0
"7-1-1";"7-1";"d";"Podzadanie 7.1.1";"Termomodernizacja i remonty zasobów mieszkaniowych";"";208861;0;208861;0.0;100.0
"7-1-1-1";"7-1-1";"e";"Dysponent";"Ministerstwo Infrastruktury";"18";200000;0;200000;0.0;100.0
"7-1-1-2";"7-1-1";"e";"Dysponent";"Ministerstwo Obrony Narodowej";"29";0;0;0;0;0
"7-1-1-3";"7-1-1";"e";"Dysponent";"Ministerstwo Spraw Wewnętrznych i Administracji";"42";8861;0;8861;0.0;100.0
"7-1-2";"7-1";"d";"Podzadanie 7.1.2";"Budownictwo społeczne na wynajem";"";2841;0;2841;0.0;100.0
"7-1-2-1";"7-1-2";"e";"Dysponent";"Ministerstwo Infrastruktury";"18";2841;0;2841;0.0;100.0
"7-1-3";"7-1";"d";"Podzadanie 7.1.3";"Infrastruktura techniczna towarzysząca budownictwu mieszkaniowemu";"";1243;0;1243;0.0;100.0
"7-1-3-1";"7-1-3";"e";"Dysponent";"Ministerstwo Infrastruktury";"18";0;0;0;0;0
"7-1-3-2";"7-1-3";"e";"Dysponent";"Wojewodowie";"85";1243;0;1243;0.0;100.0
"7-1-4";"7-1";"d";"Podzadanie 7.1.4";"Budownictwo własnościowe";"";437084;0;437084;0.0;100.0
"7-1-4-1";"7-1-4";"e";"Dysponent";"Ministerstwo Infrastruktury";"18";437084;0;437084;0.0;100.0
"7-1-5";"7-1";"d";"Podzadanie 7.1.5";"Certyfikacja budynków i lokali mieszkalnych";"";2751;0;2751;0.0;100.0
"7-1-5-1";"7-1-5";"e";"Dysponent";"Ministerstwo Infrastruktury";"18";2751;0;2751;0.0;100.0
"7-2";"7";"c";"Zadanie 7.2";"Zagospodarowanie przestrzenne i gospodarka nieruchomościami";"";26426;0;26426;0.0;100.0
"7-2-1";"7-2";"d";"Podzadanie 7.2.1";"Zagospodarowanie przestrzenne kraju";"";18885;0;18885;0.0;100.0
"7-2-1-1";"7-2-1";"e";"Dysponent";"Ministerstwo Infrastruktury";"18";3094;0;3094;0.0;100.0
"7-2-1-2";"7-2-1";"e";"Dysponent";"Wojewodowie";"85";15791;0;15791;0.0;100.0
"7-2-2";"7-2";"d";"Podzadanie 7.2.2";"Gospodarka nieruchomościami";"";7541;0;7541;0.0;100.0
"7-2-2-1";"7-2-2";"e";"Dysponent";"Ministerstwo Infrastruktury";"18";7541;0;7541;0.0;100.0
"7-3";"7";"c";"Zadanie 7.3";"Geodezja i kartografia";"";174603;63034;111569;36.1;63.9
"7-3-1";"7-3";"d";"Podzadanie 7.3.1";"Nadzór i kontrola w zakresie przestrzegania i stosowania przepisów w dziedzinie geodezji i kartografii";"";18033;0;18033;0.0;100.0
"7-3-1-1";"7-3-1";"e";"Dysponent";"Ministerstwo Spraw Wewnętrznych i Administracji";"17";3905;0;3905;0.0;100.0
"7-3-1-2";"7-3-1";"e";"Dysponent";"Wojewodowie";"85";14128;0;14128;0.0;100.0
"7-3-2";"7-3";"d";"Podzadanie 7.3.2";"Prowadzenie i przechowywanie baz danych przez wojewódzkiego inspektora nadzoru geodezyjnego i kartograficznego";"";1072;0;1072;0.0;100.0
"7-3-2-1";"7-3-2";"e";"Dysponent";"Wojewodowie";"85";1072;0;1072;0.0;100.0
"7-3-3";"7-3";"d";"Podzadanie 7.3.3";"Gromadzenie, prowadzenie, aktualizacja i udostępnienie zasobu geodezyjnego i kartograficznego";"";71506;0;71506;0.0;100.0
"7-3-3-1";"7-3-3";"e";"Dysponent";"Ministerstwo Spraw Wewnętrznych i Administracji";"17";5754;0;5754;0.0;100.0
"7-3-3-2";"7-3-3";"e";"Dysponent";"Wojewodowie";"85";65752;0;65752;0.0;100.0
"7-3-4";"7-3";"d";"Podzadanie 7.3.4";"Budowa infrastruktury informacji przestrzennej";"";83992;63034;20958;75.05;24.95
"7-3-4-1";"7-3-4";"e";"Dysponent";"Ministerstwo Spraw Wewnętrznych i Administracji";"17";83677;63034;20643;75.33;24.67
"7-3-4-2";"7-3-4";"e";"Dysponent";"Wojewodowie";"85";315;0;315;0.0;100.0
"7-4";"7";"c";"Zadanie 7.4";"Nadzór budowlany";"";212759;0;212759;0.0;100.0
"7-4-1";"7-4";"d";"Podzadanie 7.4.1";"Kontrola procesu budowlanego";"";128135;0;128135;0.0;100.0
"7-4-1-1";"7-4-1";"e";"Dysponent";"Ministerstwo Infrastruktury";"18";3654;0;3654;0.0;100.0
"7-4-1-2";"7-4-1";"e";"Dysponent";"Wojewodowie";"85";124481;0;124481;0.0;100.0
"7-4-2";"7-4";"d";"Podzadanie 7.4.2";"Kontrola rynku wyrobów budowlanych";"";9337;0;9337;0.0;100.0
"7-4-2-1";"7-4-2";"e";"Dysponent";"Ministerstwo Infrastruktury";"18";1350;0;1350;0.0;100.0
"7-4-2-2";"7-4-2";"e";"Dysponent";"Wojewodowie";"85";7987;0;7987;0.0;100.0
"7-4-3";"7-4";"d";"Podzadanie 7.4.3";"Orzecznictwo administracyjne";"";75287;0;75287;0.0;100.0
"7-4-3-1";"7-4-3";"e";"Dysponent";"Ministerstwo Infrastruktury";"18";2945;0;2945;0.0;100.0
"7-4-3-2";"7-4-3";"e";"Dysponent";"Wojewodowie";"85";72342;0;72342;0.0;100.0
"7-5";"7";"c";"Zadanie 7.5";"Realizacja zobowiązań państwa z okresu transformacji gospodarczej w zakresie finansowania mieszkalnictwa";"";650000;0;650000;0.0;100.0
"7-5-1";"7-5";"d";"Podzadanie 7.5.1";"Wykup odsetek od tzw. starego portfela spółdzielczych kredytów mieszkaniowych";"";130000;0;130000;0.0;100.0
"7-5-1-1";"7-5-1";"e";"Dysponent";"Ministerstwo Infrastruktury";"18";130000;0;130000;0.0;100.0
"7-5-2";"7-5";"d";"Podzadanie 7.5.2";"Refundacja bankom wypłaconych premii gwarancyjnych";"";520000;0;520000;0.0;100.0
"7-5-2-1";"7-5-2";"e";"Dysponent";"Ministerstwo Infrastruktury";"18";520000;0;520000;0.0;100.0
"8";"";"b";"FUNKCJA 8";"KULTURA FIZYCZNA I SPORT";"";1092963;0;1092963;0.0;100.0
"8-1";"8";"c";"Zadanie 8.1";"Popularyzacja i wspieranie rozwoju sportu dla wszystkich";"";22604;0;22604;0.0;100.0
"8-1-1";"8-1";"d";"Podzadanie 8.1.1";"Upowszechnianie aktywności fizycznej dzieci i młodzieży";"";673;0;673;0.0;100.0
"8-1-1-1";"8-1-1";"e";"Dysponent";"Ministerstwo Sportu i Turystyki";"25";673;0;673;0.0;100.0
"8-1-2";"8-1";"d";"Podzadanie 8.1.2";"Upowszechnianie aktywności fizycznej różnych grup społecznych";"";21626;0;21626;0.0;100.0
"8-1-2-1";"8-1-2";"e";"Dysponent";"Ministerstwo Sportu i Turystyki";"25";21626;0;21626;0.0;100.0
"8-1-3";"8-1";"d";"Podzadanie 8.1.3";"Upowszechnianie sportu osób niepełnosprawnych";"";305;0;305;0.0;100.0
"8-1-3-1";"8-1-3";"e";"Dysponent";"Ministerstwo Sportu i Turystyki";"25";305;0;305;0.0;100.0
"8-2";"8";"c";"Zadanie 8.2";"Wspieranie sportu kwalifikowanego";"";215623;0;215623;0.0;100.0
"8-2-1";"8-2";"d";"Podzadanie 8.2.1";"Wspieranie działań związków sportowych";"";194928;0;194928;0.0;100.0
"8-2-1-1";"8-2-1";"e";"Dysponent";"Ministerstwo Sportu i Turystyki";"25";194928;0;194928;0.0;100.0
"8-2-2";"8-2";"d";"Podzadanie 8.2.2";"Wspieranie sportu młodzieżowego";"";520;0;520;0.0;100.0
"8-2-2-1";"8-2-2";"e";"Dysponent";"Ministerstwo Sportu i Turystyki";"25";520;0;520;0.0;100.0
"8-2-3";"8-2";"d";"Podzadanie 8.2.3";"Wspieranie współzawodnictwa sportowego osób niepełnosprawnych";"";11635;0;11635;0.0;100.0
"8-2-3-1";"8-2-3";"e";"Dysponent";"Ministerstwo Sportu i Turystyki";"25";11635;0;11635;0.0;100.0
"8-2-4";"8-2";"d";"Podzadanie 8.2.4";"Wspieranie nauki i medycyny sportowej";"";8540;0;8540;0.0;100.0
"8-2-4-1";"8-2-4";"e";"Dysponent";"Ministerstwo Sportu i Turystyki";"25";6715;0;6715;0.0;100.0
"8-2-4-2";"8-2-4";"e";"Dysponent";"Ministerstwo Zdrowia";"46";1825;0;1825;0.0;100.0
"8-3";"8";"c";"Zadanie 8.3";"Wspieranie infrastruktury sportowej";"";255509;0;255509;0.0;100.0
"8-3-1";"8-3";"d";"Podzadanie 8.3.1";"Infrastruktura w sporcie powszechnym";"";620;0;620;0.0;100.0
"8-3-1-1";"8-3-1";"e";"Dysponent";"Ministerstwo Sportu i Turystyki";"25";620;0;620;0.0;100.0
"8-3-2";"8-3";"d";"Podzadanie 8.3.2";"Infrastruktura w sporcie kwalifikowanym";"";3661;0;3661;0.0;100.0
"8-3-2-1";"8-3-2";"e";"Dysponent";"Ministerstwo Sportu i Turystyki";"25";3661;0;3661;0.0;100.0
"8-3-3";"8-3";"d";"Podzadanie 8.3.3";"Program ``Moje Boisko-Orlik 2012``";"";250445;0;250445;0.0;100.0
"8-3-3-1";"8-3-3";"e";"Dysponent";"Ministerstwo Sportu i Turystyki";"25";250400;0;250400;0.0;100.0
"8-3-3-2";"8-3-3";"e";"Dysponent";"Wojewodowie";"85";45;0;45;0.0;100.0
"8-3-4";"8-3";"d";"Podzadanie 8.3.4";"Przygotowania Polski do współorganizacji Mistrzostw Europy w Piłce Nożnej UEFA EURO 2012";"";783;0;783;0.0;100.0
"8-3-4-1";"8-3-4";"e";"Dysponent";"Wojewodowie";"85";783;0;783;0.0;100.0
"8-4";"8";"c";"Zadanie 8.4";"Współorganizacja Mistrzostw Europy";"";599077;0;599077;0.0;100.0
"8-4-1";"8-4";"d";"Podzadanie 8.4.1";"Program wieloletni ``Przygotowanie i wykonanie przedsięwzięć EURO 2012``";"";496357;0;496357;0.0;100.0
"8-4-1-1";"8-4-1";"e";"Dysponent";"Ministerstwo Sportu i Turystyki";"25";496357;0;496357;0.0;100.0
"8-4-2";"8-4";"d";"Podzadanie 8.4.2";"Zabezpieczenie medyczne i bezpieczeństwo";"";102300;0;102300;0.0;100.0
"8-4-2-1";"8-4-2";"e";"Dysponent";"Ministerstwo Spraw Wewnętrznych i Administracji";"42";102300;0;102300;0.0;100.0
"8-4-3";"8-4";"d";"Podzadanie 8.4.3";"Działalność koordynacyjna i kontrolna";"";420;0;420;0.0;100.0
"8-4-3-1";"8-4-3";"e";"Dysponent";"Ministerstwo Sportu i Turystyki";"25";420;0;420;0.0;100.0
"8-5";"8";"c";"Zadanie 8.5";"Informatyzacja działalności i budowa społeczeństwa informacyjnego";"";150;0;150;0.0;100.0
"8-5-1";"8-5";"d";"Podzadanie 8.5.1";"Utrzymanie systemów informatycznych";"";50;0;50;0.0;100.0
"8-5-1-1";"8-5-1";"e";"Dysponent";"Ministerstwo Sportu i Turystyki";"25";50;0;50;0.0;100.0
"8-5-2";"8-5";"d";"Podzadanie 8.5.2";"Budowa i wdrożenie rozwiązań informatycznych";"";100;0;100;0.0;100.0
"8-5-2-1";"8-5-2";"e";"Dysponent";"Ministerstwo Sportu i Turystyki";"25";100;0;100;0.0;100.0
"9";"";"b";"FUNKCJA 9";"KULTURA I DZIEDZICTWO NARODOWE";"";1317359;0;1317359;0.0;100.0
"9-1";"9";"c";"Zadanie 9.1";"Podtrzymywanie i rozpowszechnianie tradycji narodowej i państwowej";"";29609;0;29609;0.0;100.0
"9-1-1";"9-1";"d";"Podzadanie 9.1.1";"Ochrona miejsc pamięci narodowej w kraju i za granicą";"";28919;0;28919;0.0;100.0
"9-1-1-1";"9-1-1";"e";"Dysponent";"Ministerstwo Kultury i Dziedzictwa Narodowego";"24";20296;0;20296;0.0;100.0
"9-1-1-2";"9-1-1";"e";"Dysponent";"Wojewodowie";"85";8623;0;8623;0.0;100.0
"9-1-2";"9-1";"d";"Podzadanie 9.1.2";"Restytucja dóbr kultury";"";599;0;599;0.0;100.0
"9-1-2-1";"9-1-2";"e";"Dysponent";"Ministerstwo Kultury i Dziedzictwa Narodowego";"24";599;0;599;0.0;100.0
"9-1-3";"9-1";"d";"Podzadanie 9.1.3";"Działalność naukowo-wydawnicza";"";91;0;91;0.0;100.0
"9-1-3-1";"9-1-3";"e";"Dysponent";"Wojewodowie";"85";91;0;91;0.0;100.0
"9-2";"9";"c";"Zadanie 9.2";"Ochrona dziedzictwa narodowego";"";725344;0;725344;0.0;100.0
"9-2-1";"9-2";"d";"Podzadanie 9.2.1";"Utrzymywanie muzeów";"";281489;0;281489;0.0;100.0
"9-2-1-1";"9-2-1";"e";"Dysponent";"Ministerstwo Kultury i Dziedzictwa Narodowego";"24";263476;0;263476;0.0;100.0
"9-2-1-2";"9-2-1";"e";"Dysponent";"Ministerstwo Obrony Narodowej";"29";16525;0;16525;0.0;100.0
"9-2-1-3";"9-2-1";"e";"Dysponent";"Ministerstwo Rolnictwa i Rozwoju Wsi";"32";1488;0;1488;0.0;100.0
"9-2-2";"9-2";"d";"Podzadanie 9.2.2";"Ochrona Polskiego dziedzictwa kulturowego w kraju i za granicą";"";10854;0;10854;0.0;100.0
"9-2-2-1";"9-2-2";"e";"Dysponent";"Ministerstwo Kultury i Dziedzictwa Narodowego";"24";2848;0;2848;0.0;100.0
"9-2-2-2";"9-2-2";"e";"Dysponent";"Wojewodowie";"85";8006;0;8006;0.0;100.0
"9-2-3";"9-2";"d";"Podzadanie 9.2.3";"Zachowanie, utrzymanie i zagospodarowanie zabytków";"";138776;0;138776;0.0;100.0
"9-2-3-1";"9-2-3";"e";"Dysponent";"Kancelaria Prezydenta RP";"01";30000;0;30000;0.0;100.0
"9-2-3-2";"9-2-3";"e";"Dysponent";"Ministerstwo Kultury i Dziedzictwa Narodowego";"24";52475;0;52475;0.0;100.0
"9-2-3-3";"9-2-3";"e";"Dysponent";"Wojewodowie";"85";56301;0;56301;0.0;100.0
"9-2-4";"9-2";"d";"Podzadanie 9.2.4";"Dokumentacja, rejestry i ewidencja zabytków oraz dóbr kultury";"";39675;0;39675;0.0;100.0
"9-2-4-1";"9-2-4";"e";"Dysponent";"Ministerstwo Kultury i Dziedzictwa Narodowego";"24";20992;0;20992;0.0;100.0
"9-2-4-2";"9-2-4";"e";"Dysponent";"Wojewodowie";"85";18683;0;18683;0.0;100.0
"9-2-5";"9-2";"d";"Podzadanie 9.2.5";"Utrzymywanie i powiększanie zasobów archiwalnych i filmowych";"";123540;0;123540;0.0;100.0
"9-2-5-1";"9-2-5";"e";"Dysponent";"Ministerstwo Kultury i Dziedzictwa Narodowego";"24";123540;0;123540;0.0;100.0
"9-2-6";"9-2";"d";"Podzadanie 9.2.6";"Utrzymywanie bibliotek oraz innych instytucji, działających w sektorze książki";"";131010;0;131010;0.0;100.0
"9-2-6-1";"9-2-6";"e";"Dysponent";"Ministerstwo Kultury i Dziedzictwa Narodowego";"24";117861;0;117861;0.0;100.0
"9-2-6-2";"9-2-6";"e";"Dysponent";"Ministerstwo Rolnictwa i Rozwoju Wsi";"32";3905;0;3905;0.0;100.0
"9-2-6-3";"9-2-6";"e";"Dysponent";"Ministerstwo Zdrowia";"46";9244;0;9244;0.0;100.0
"9-3";"9";"c";"Zadanie 9.3";"Działalność artystyczna i promocja kultury";"";396321;0;396321;0.0;100.0
"9-3-1";"9-3";"d";"Podzadanie 9.3.1";"Wspieranie działalności artystycznej";"";239646;0;239646;0.0;100.0
"9-3-1-1";"9-3-1";"e";"Dysponent";"Ministerstwo Kultury i Dziedzictwa Narodowego";"24";239646;0;239646;0.0;100.0
"9-3-2";"9-3";"d";"Podzadanie 9.3.2";"Upowszechnianie i promocja kultury polskiej";"";145894;0;145894;0.0;100.0
"9-3-2-1";"9-3-2";"e";"Dysponent";"Ministerstwo Kultury i Dziedzictwa Narodowego";"24";145894;0;145894;0.0;100.0
"9-3-3";"9-3";"d";"Podzadanie 9.3.3";"Wspieranie kinematografii";"";10781;0;10781;0.0;100.0
"9-3-3-1";"9-3-3";"e";"Dysponent";"Ministerstwo Kultury i Dziedzictwa Narodowego";"24";10781;0;10781;0.0;100.0
"9-4";"9";"c";"Zadanie 9.4";"Budowa i modernizacja infrastruktury kultury";"";166085;0;166085;0.0;100.0
"9-4-1";"9-4";"d";"Podzadanie 9.4.1";"Budowa obiektów w sferze kultury";"";77470;0;77470;0.0;100.0
"9-4-1-1";"9-4-1";"e";"Dysponent";"Ministerstwo Kultury i Dziedzictwa Narodowego";"24";53820;0;53820;0.0;100.0
"9-4-1-2";"9-4-1";"e";"Dysponent";"Ministerstwo Obrony Narodowej";"29";23650;0;23650;0.0;100.0
"9-4-2";"9-4";"d";"Podzadanie 9.4.2";"Modernizacja i wyposażanie obiektów służących kulturze";"";88615;0;88615;0.0;100.0
"9-4-2-1";"9-4-2";"e";"Dysponent";"Ministerstwo Kultury i Dziedzictwa Narodowego";"24";80575;0;80575;0.0;100.0
"9-4-2-2";"9-4-2";"e";"Dysponent";"Ministerstwo Obrony Narodowej";"29";8040;0;8040;0.0;100.0
"10";"";"b";"FUNKCJA 10";"NAUKA POLSKA";"";5471569;760643;4710926;13.9;86.1
"10-1";"10";"c";"Zadanie 10.1";"Prowadzenie badań naukowych";"";2924805;12281;2912524;0.42;99.58
"10-1-1";"10-1";"d";"Podzadanie 10.1.1";"Wspieranie badań naukowych";"";2906854;12281;2894573;0.42;99.58
"10-1-1-1";"10-1-1";"e";"Dysponent";"Ministerstwo Nauki i Szkolnictwa Wyższego";"28";2906854;12281;2894573;0.42;99.58
"10-1-3";"10-1";"d";"Podzadanie 10.1.3";"Działalność naukowo-badawcza w zakresie problematyki wymiaru sprawiedliwości";"";3320;0;3320;0.0;100.0
"10-1-3-1";"10-1-3";"e";"Dysponent";"Ministerstwo Sprawiedliwości";"37";3320;0;3320;0.0;100.0
"10-1-4";"10-1";"d";"Podzadanie 10.1.4";"Opinie i ekspertyzy na potrzeby sądów powszechnych i jednostek organizacyjnych prokuratury";"";14631;0;14631;0.0;100.0
"10-1-4-1";"10-1-4";"e";"Dysponent";"Ministerstwo Sprawiedliwości";"37";14631;0;14631;0.0;100.0
"10-2";"10";"c";"Zadanie 10.2";"Wzmocnienie badań naukowych służących praktycznym zastosowaniom";"";1546974;364362;1182612;23.55;76.45
"10-2-1";"10-2";"d";"Podzadanie 10.2.1";"Wsparcie badań stosowanych i prac rozwojowych";"";1336933;364362;972571;27.25;72.75
"10-2-1-1";"10-2-1";"e";"Dysponent";"Ministerstwo Nauki i Szkolnictwa Wyższego";"28";1336933;364362;972571;27.25;72.75
"10-2-2";"10-2";"d";"Podzadanie 10.2.2";"Program wieloletni ``Poprawa bezpieczeństwa i warunków pracy – I i II etap``";"";10500;0;10500;0.0;100.0
"10-2-2-1";"10-2-2";"e";"Dysponent";"Ministerstwo Nauki i Szkolnictwa Wyższego";"28";10500;0;10500;0.0;100.0
"10-2-3";"10-2";"d";"Podzadanie 10.2.3";"Program wieloletni ``Polskie Sztuczne Serce``";"";6428;0;6428;0.0;100.0
"10-2-3-1";"10-2-3";"e";"Dysponent";"Ministerstwo Nauki i Szkolnictwa Wyższego";"28";3474;0;3474;0.0;100.0
"10-2-3-2";"10-2-3";"e";"Dysponent";"Ministerstwo Zdrowia";"46";2954;0;2954;0.0;100.0
"10-2-4";"10-2";"d";"Podzadanie 10.2.4";"Badania naukowe w dziedzinie obronności";"";193113;0;193113;0.0;100.0
"10-2-4-1";"10-2-4";"e";"Dysponent";"Ministerstwo Nauki i Szkolnictwa Wyższego";"28";154800;0;154800;0.0;100.0
"10-2-4-2";"10-2-4";"e";"Dysponent";"Ministerstwo Obrony Narodowej";"29";38313;0;38313;0.0;100.0
"10-3";"10";"c";"Zadanie 10.3";"Rozbudowa infrastruktury nauki polskiej";"";602320;330240;272080;54.83;45.17
"10-3-1";"10-3";"d";"Podzadanie 10.3.1";"Inwestycje wspierające badania naukowe";"";602320;330240;272080;54.83;45.17
"10-3-1-1";"10-3-1";"e";"Dysponent";"Ministerstwo Nauki i Szkolnictwa Wyższego";"28";602320;330240;272080;54.83;45.17
"10-4";"10";"c";"Zadanie 10.4";"Upowszechnianie, promocja oraz popularyzacja nauki";"";107265;0;107265;0.0;100.0
"10-4-1";"10-4";"d";"Podzadanie 10.4.1";"Wspieranie dyscyplin naukowych oraz placówek naukowych";"";53387;0;53387;0.0;100.0
"10-4-1-1";"10-4-1";"e";"Dysponent";"Polska Akademia Nauk";"67";53387;0;53387;0.0;100.0
"10-4-2";"10-4";"d";"Podzadanie 10.4.2";"Program wieloletni ``Ekspozycja Centrum Nauki Kopernik``";"";20680;0;20680;0.0;100.0
"10-4-2-1";"10-4-2";"e";"Dysponent";"Ministerstwo Nauki i Szkolnictwa Wyższego";"28";20680;0;20680;0.0;100.0
"10-4-3";"10-4";"d";"Podzadanie 10.4.3";"Poszerzanie wiedzy o nauce polskiej oraz wzbogacanie kultury narodowej";"";21898;0;21898;0.0;100.0
